PFId,PrjCode,ClstAgg,ClstPrct,AdmLocTypeIdAgg,LocationBeneficiaryID,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr,AdmLocBenReachedClustAgg1,AdmLocBenReachedClustAgg2,AdmLocBenReachedClustAgg3,AdmLocBenReachedClustAgg4,AdmLocBenReachedClustAgg5,AdmLocBenReachedClustAgg6
89,CBPF-MOZ-26-R-INGO-NSFT-39488,6|||10|||10|||10|||11,70.00|||5.00|||14.00|||3.00|||8.00,394##395##,94045,Gaza,Mabalane,,,,,960##1440##1040##1560|||0##0##1728##2592|||55##89##65##97|||0##48##1728##2592|||960##1440##1040##1560,960##1440##1040##1560|||0##0##1728##2592|||55##89##65##97|||0##48##1728##2592|||960##1440##1040##1560,,,,,"-23.32130000,32.80420000","-23.47890000,32.73790000",,,,,406000.00|||92400.00|||19800.00|||33000.00|||54400.00,406000.00|||92400.00|||19800.00|||33000.00|||54400.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-INGO-NSFT-39488,6|||10|||10|||10|||11,70.00|||5.00|||14.00|||3.00|||8.00,394##395##,94148,Nampula,Memba,,,,,1920##2880##2080##3120|||0##0##1728##2592|||60##90##65##97|||0##48##1728##2592|||0##0##0##0,1920##2880##2080##3120|||0##0##1728##2592|||60##90##65##97|||0##48##1728##2592|||0##0##0##0,,,,,"-14.96640000,39.24870000","-13.96590000,40.39440000",,,,,378000.00|||95200.00|||20400.00|||34000.00|||0.00,378000.00|||95200.00|||20400.00|||34000.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39410,10,100.00,394##395##,93058,Cabo Delgado,Mocimboa Da Praia,,,,,1448##2325##2773##3460,1448##2325##2773##3460,,,,,"-12.46060000,39.36550000","-11.43400000,40.16520000",,,,,500032.37,500032.37,,,,,2026,0##0##0##0,0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39410,10,100.00,394##395##,94047,Cabo Delgado,Macomia,,,,,1447##2325##2772##3460,1447##2325##2772##3460,,,,,"-12.46060000,39.36550000","-12.06310000,40.19090000",,,,,500032.37,500032.37,,,,,2026,0##0##0##0,0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39415,4|||6|||7|||9|||10|||10|||11,20.00|||25.00|||10.00|||15.00|||10.00|||5.00|||15.00,394##395##,94056,Cabo Delgado,Ancuabe,,,,,177##1030##17##272|||713##803##0##0|||0##0##0##0|||0##0##0##0|||1##5##358##543|||17##233##48##99|||0##0##0##0,177##1030##17##272|||713##803##0##0|||0##0##0##0|||0##0##0##0|||1##5##358##543|||17##233##48##99|||0##0##0##0,,,,,"-12.46060000,39.36550000","-12.97000000,39.77380000",,,,,102001.05|||93750.96|||0.00|||0.00|||25500.26|||51000.52|||0.00,102001.05|||93750.96|||0.00|||0.00|||25500.26|||51000.52|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39415,4|||6|||7|||9|||10|||10|||11,20.00|||25.00|||10.00|||15.00|||10.00|||5.00|||15.00,394##395##,94057,Cabo Delgado,Macomia,,,,,116##864##13##272|||688##803##0##0|||450##900##600##725|||70##895##500##925|||0##0##0##0|||0##0##0##0|||619##916##458##825,116##864##13##272|||688##803##0##0|||450##900##600##725|||70##895##500##925|||0##0##0##0|||0##0##0##0|||619##916##458##825,,,,,"-12.46060000,39.36550000","-12.06310000,40.19090000",,,,,102001.05|||93750.96|||150001.54|||112501.16|||0.00|||0.00|||76500.79,102001.05|||93750.96|||150001.54|||112501.16|||0.00|||0.00|||76500.79,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39415,4|||6|||7|||9|||10|||10|||11,20.00|||25.00|||10.00|||15.00|||10.00|||5.00|||15.00,394##395##,94058,Cabo Delgado,Mocimboa Da Praia,,,,,0##0##0##0|||0##0##0##0|||0##0##0##0|||70##675##500##925|||0##0##0##0|||0##0##0##0|||619##916##458##825,0##0##0##0|||0##0##0##0|||0##0##0##0|||70##675##500##925|||0##0##0##0|||0##0##0##0|||619##916##458##825,,,,,"-12.46060000,39.36550000","-11.43400000,40.16520000",,,,,0.00|||0.00|||0.00|||112501.16|||0.00|||0.00|||74250.76,0.00|||0.00|||0.00|||112501.16|||0.00|||0.00|||74250.76,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39415,4|||6|||7|||9|||10|||10|||11,20.00|||25.00|||10.00|||15.00|||10.00|||5.00|||15.00,394##395##,94059,Cabo Delgado,Quissanga,,,,,0##0##0##0|||690##796##0##0|||0##0##0##0|||0##0##0##0|||3##4##376##612|||16##233##60##101|||839##813##831##658,0##0##0##0|||690##796##0##0|||0##0##0##0|||0##0##0##0|||3##4##376##612|||16##233##60##101|||839##813##831##658,,,,,"-12.46060000,39.36550000","-12.57270000,40.32280000",,,,,0.00|||93750.96|||0.00|||0.00|||25500.26|||49500.51|||74250.76,0.00|||93750.96|||0.00|||0.00|||25500.26|||49500.51|||74250.76,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39415,4|||6|||7|||9|||10|||10|||11,20.00|||25.00|||10.00|||15.00|||10.00|||5.00|||15.00,394##395##,94060,Nampula,Erati,,,,,107##756##20##256|||579##803##0##0|||0##0##0##0|||0##0##0##0|||6##4##366##474|||17##234##42##100|||0##0##0##0,107##756##20##256|||579##803##0##0|||0##0##0##0|||0##0##0##0|||6##4##366##474|||17##234##42##100|||0##0##0##0,,,,,"-14.96640000,39.24870000","-13.91860000,39.77310000",,,,,96000.99|||93750.96|||0.00|||0.00|||24000.25|||49500.51|||0.00,96000.99|||93750.96|||0.00|||0.00|||24000.25|||49500.51|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39434,6|||11,50.00|||50.00,394##395##,94955,Nampula,Erati,,,,,1559##1671##1261##1363|||1559##1671##1261##1363,1559##1671##1261##1363|||1559##1671##1261##1363,,,,,"-14.96640000,39.24870000","-13.91860000,39.77310000",,,,,160000.00|||160000.00,160000.00|||160000.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39434,6|||11,50.00|||50.00,394##395##,94957,Nampula,Memba,,,,,1218##1337##1009##1096|||1218##1337##1009##1096,1218##1337##1009##1096|||1218##1337##1009##1096,,,,,"-14.96640000,39.24870000","-13.96590000,40.39440000",,,,,165000.00|||165000.00,165000.00|||165000.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39434,6|||11,50.00|||50.00,394##395##,94958,Cabo Delgado,Ancuabe,,,,,854##926##699##757|||854##926##699##757,854##926##699##757|||854##926##699##757,,,,,"-12.46060000,39.36550000","-12.97000000,39.77380000",,,,,100000.00|||100000.00,100000.00|||100000.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-NGO-NSFT-39434,6|||11,50.00|||50.00,394##395##,94959,Sofala,Buzi,,,,,641##694##524##568|||641##694##524##568,641##694##524##568|||641##694##524##568,,,,,"-19.06210000,34.67100000","-20.03930000,34.37240000",,,,,75000.00|||75000.00,75000.00|||75000.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93235,Cabo Delgado,Ancuabe,,,,,2592##2929##2705##3042|||1768##1999##1845##2075|||0##0##0##0|||0##0##0##0|||1656##1872##1728##1944,2592##2929##2705##3042|||1768##1999##1845##2075|||0##0##0##0|||0##0##0##0|||1656##1872##1728##1944,,,,,"-12.46060000,39.36550000","-12.97000000,39.77380000",,,,,91350.00|||603200.00|||0.00|||0.00|||162400.00,91350.00|||603200.00|||0.00|||0.00|||162400.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93236,Cabo Delgado,Chiure,,,,,3702##4185##3864##4347|||2525##2855##2635##2965|||539##627##715##715|||508##677##668##668|||2070##2340##2160##2430,3702##4185##3864##4347|||2525##2855##2635##2965|||539##627##715##715|||508##677##668##668|||2070##2340##2160##2430,,,,,"-12.46060000,39.36550000","-13.46670000,39.70320000",,,,,130500.00|||754000.00|||239250.00|||159500.00|||203000.00,130500.00|||754000.00|||239250.00|||159500.00|||203000.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93237,Cabo Delgado,Macomia,,,,,3702##4185##3864##4347|||2523##3371##2634##2965|||539##627##715##715|||508##677##668##668|||0##0##0##0,3702##4185##3864##4347|||2523##3371##2634##2965|||539##627##715##715|||508##677##668##668|||0##0##0##0,,,,,"-12.46060000,39.36550000","-12.06310000,40.19090000",,,,,130500.00|||754000.00|||239250.00|||159500.00|||0.00,130500.00|||754000.00|||239250.00|||159500.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93238,Cabo Delgado,Mocimboa Da Praia,,,,,3702##4185##3864##4347|||2979##2855##3108##3500|||735##855##975##975|||694##920##911##911|||0##0##0##0,3702##4185##3864##4347|||2979##2855##3108##3500|||735##855##975##975|||694##920##911##911|||0##0##0##0,,,,,"-12.46060000,39.36550000","-11.43400000,40.16520000",,,,,130500.00|||754000.00|||326250.00|||217500.00|||0.00,130500.00|||754000.00|||326250.00|||217500.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93239,Cabo Delgado,Mueda,,,,,2592##2929##2705##3042|||1768##1999##1845##2075|||539##627##715##715|||508##677##668##668|||2483##2808##2592##2915,2592##2929##2705##3042|||1768##1999##1845##2075|||539##627##715##715|||508##677##668##668|||2483##2808##2592##2915,,,,,"-12.46060000,39.36550000","-11.58910000,39.13030000",,,,,91350.00|||527800.00|||239250.00|||159500.00|||243600.00,91350.00|||527800.00|||239250.00|||159500.00|||243600.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93246,Cabo Delgado,Muidumbe,,,,,1852##2093##1932##2173|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||2484##2808##2592##2916,1852##2093##1932##2173|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||2484##2808##2592##2916,,,,,"-12.46060000,39.36550000","-11.83380000,39.83690000",,,,,65250.00|||377000.00|||0.00|||0.00|||243600.00,65250.00|||377000.00|||0.00|||0.00|||243600.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93247,Cabo Delgado,Nangade,,,,,1852##2093##1932##2173|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||2277##2574##2376##2674,1852##2093##1932##2173|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||2277##2574##2376##2674,,,,,"-12.46060000,39.36550000","-11.16000000,39.77570000",,,,,65250.00|||377000.00|||0.00|||0.00|||223300.00,65250.00|||377000.00|||0.00|||0.00|||223300.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93248,Cabo Delgado,Quissanga,,,,,1852##2093##1932##2173|||1263##1427##1318##1482|||539##627##715##715|||508##677##668##668|||0##0##0##0,1852##2093##1932##2173|||1263##1427##1318##1482|||539##627##715##715|||508##677##668##668|||0##0##0##0,,,,,"-12.46060000,39.36550000","-12.57270000,40.32280000",,,,,65250.00|||377000.00|||239250.00|||159500.00|||0.00,65250.00|||377000.00|||239250.00|||159500.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93249,Nampula,Erati,,,,,1481##1674##1545##1739|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||2070##2340##2160##2430,1481##1674##1545##1739|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||2070##2340##2160##2430,,,,,"-14.96640000,39.24870000","-13.91860000,39.77310000",,,,,52200.00|||377000.00|||0.00|||0.00|||203000.00,52200.00|||377000.00|||0.00|||0.00|||203000.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93250,Nampula,Memba,,,,,1481##1674##1545##1739|||1263##1427##1318##1482|||539##627##715##715|||508##677##668##668|||2070##2340##2160##2430,1481##1674##1545##1739|||1263##1427##1318##1482|||539##627##715##715|||508##677##668##668|||2070##2340##2160##2430,,,,,"-14.96640000,39.24870000","-13.96590000,40.39440000",,,,,52200.00|||377000.00|||239250.00|||159500.00|||203000.00,52200.00|||377000.00|||239250.00|||159500.00|||203000.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93251,Gaza,Chokwe,,,,,3701##4185##3859##4346|||2640##2985##2752##3100|||490##570##650##650|||462##615##608##608|||2070##2340##2160##2430,3701##4185##3859##4346|||2640##2985##2752##3100|||490##570##650##650|||462##615##608##608|||2070##2340##2160##2430,,,,,"-23.32130000,32.80420000","-24.56190000,32.95570000",,,,,130500.00|||754000.00|||217500.00|||145000.00|||203000.00,130500.00|||754000.00|||217500.00|||145000.00|||203000.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93252,Gaza,Guija,,,,,3698##4186##3862##4343|||2714##3066##2834##3186|||490##570##650##650|||462##615##608##608|||2070##2340##2160##2430,3698##4186##3862##4343|||2714##3066##2834##3186|||490##570##650##650|||462##615##608##608|||2070##2340##2160##2430,,,,,"-23.32130000,32.80420000","-24.16720000,33.12140000",,,,,130500.00|||754000.00|||217500.00|||145000.00|||203000.00,130500.00|||754000.00|||217500.00|||145000.00|||203000.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93253,Gaza,Mabalane,,,,,1852##2093##1932##2173|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||1450##1638##1512##1701,1852##2093##1932##2173|||1263##1427##1318##1482|||0##0##0##0|||0##0##0##0|||1450##1638##1512##1701,,,,,"-23.32130000,32.80420000","-23.47890000,32.73790000",,,,,65250.00|||377000.00|||0.00|||0.00|||142100.00,65250.00|||377000.00|||0.00|||0.00|||142100.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,93254,Gaza,Massingir,,,,,1852##2093##1932##2173|||0##0##0##0|||490##570##650##650|||462##615##608##608|||0##0##0##0,1852##2093##1932##2173|||0##0##0##0|||490##570##650##650|||462##615##608##608|||0##0##0##0,,,,,"-23.32130000,32.80420000","-23.86800000,32.09380000",,,,,65250.00|||0.00|||217500.00|||145000.00|||0.00,65250.00|||0.00|||217500.00|||145000.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39383,1|||4|||7|||10|||11,9.00|||52.00|||15.00|||10.00|||14.00,394##395##,94218,Sofala,Buzi,,,,,1111##1255##1159##1304|||758##856##791##889|||0##0##0##0|||0##0##0##0|||0##0##0##0,1111##1255##1159##1304|||758##856##791##889|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,,"-19.06210000,34.67100000","-20.03930000,34.37240000",,,,,39150.00|||377000.00|||0.00|||0.00|||0.00,39150.00|||377000.00|||0.00|||0.00|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39427,6,100.00,394##395##,94040,Cabo Delgado,Macomia,,,,,33990##38775##45210##47025,33990##38775##45210##47025,,,,,"-12.46060000,39.36550000","-12.06310000,40.19090000",,,,,6825000.00,6825000.00,,,,,2026,0##0##0##0,0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39427,6,100.00,394##395##,94041,Cabo Delgado,Muidumbe,,,,,16295##18588##21673##22544,16295##18588##21673##22544,,,,,"-12.46060000,39.36550000","-11.83380000,39.83690000",,,,,3150000.00,3150000.00,,,,,2026,0##0##0##0,0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39427,6,100.00,394##395##,94042,Cabo Delgado,Nangade,,,,,16556##18888##22021##22905,16556##18888##22021##22905,,,,,"-12.46060000,39.36550000","-11.16000000,39.77570000",,,,,3325000.00,3325000.00,,,,,2026,0##0##0##0,0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39427,6,100.00,394##395##,94043,Cabo Delgado,Quissanga,,,,,20548##23440##27333##28429,20548##23440##27333##28429,,,,,"-12.46060000,39.36550000","-12.57270000,40.32280000",,,,,4200000.00,4200000.00,,,,,2026,0##0##0##0,0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94128,Nampula,Erati,,,,,491##1146##110##491|||1630##1882##2152##2260,491##1146##110##491|||1630##1882##2152##2260,,,,,"-14.96640000,39.24870000","-13.91860000,39.77310000",,,,,125550.00|||279450.00,125550.00|||279450.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94129,Nampula,Memba,,,,,491##1146##260##491|||1630##1882##2152##2260,491##1146##260##491|||1630##1882##2152##2260,,,,,"-14.96640000,39.24870000","-13.96590000,40.39440000",,,,,125550.00|||279450.00,125550.00|||279450.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94130,Cabo Delgado,Quissanga,,,,,273##637##117##273|||900##1040##1190##1250,273##637##117##273|||900##1040##1190##1250,,,,,"-12.46060000,39.36550000","-12.57270000,40.32280000",,,,,69750.00|||155250.00,69750.00|||155250.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94133,Cabo Delgado,Mueda,,,,,875##2040##376##875|||2896##3344##3824##4016,875##2040##376##875|||2896##3344##3824##4016,,,,,"-12.46060000,39.36550000","-11.58910000,39.13030000",,,,,223200.00|||496800.00,223200.00|||496800.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94134,Cabo Delgado,Mocimboa Da Praia,,,,,655##1529##281##655|||2172##2508##2868##3012,655##1529##281##655|||2172##2508##2868##3012,,,,,"-12.46060000,39.36550000","-11.43400000,40.16520000",,,,,167400.00|||372600.00,167400.00|||372600.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94135,Cabo Delgado,Macomia,,,,,273##637##117##273|||906##1046##1196##1256,273##637##117##273|||906##1046##1196##1256,,,,,"-12.46060000,39.36550000","-12.06310000,40.19090000",,,,,69750.00|||155250.00,69750.00|||155250.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94138,Cabo Delgado,Muidumbe,,,,,491##1146##260##491|||1630##1882##2152##2260,491##1146##260##491|||1630##1882##2152##2260,,,,,"-12.46060000,39.36550000","-11.83380000,39.83690000",,,,,125550.00|||279450.00,125550.00|||279450.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94139,Cabo Delgado,Nangade,,,,,546##1274##234##546|||1810##2090##2390##2510,546##1274##234##546|||1810##2090##2390##2510,,,,,"-12.46060000,39.36550000","-11.16000000,39.77570000",,,,,139500.00|||310500.00,139500.00|||310500.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94140,Cabo Delgado,Ancuabe,,,,,655##1529##281##655|||2172##2508##2868##3012,655##1529##281##655|||2172##2508##2868##3012,,,,,"-12.46060000,39.36550000","-12.97000000,39.77380000",,,,,167400.00|||372600.00,167400.00|||372600.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39444,10|||10,69.00|||31.00,394##395##,94141,Cabo Delgado,Chiure,,,,,710##1656##304##710|||2354##2718##3108##3264,710##1656##304##710|||2354##2718##3108##3264,,,,,"-12.46060000,39.36550000","-13.46670000,39.70320000",,,,,181350.00|||403650.00,181350.00|||403650.00,,,,,2026,0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0,,,,
89,CBPF-MOZ-26-R-UN-NSFT-39474,7|||9|||10|||11|||15,11.00|||13.00|||30.00|||32.00|||14.00,394##395##,94136,Cabo Delgado,Ancuabe,,,,,943##9920##5968##6466|||1276##5104##12461##13500|||1690##1805##4197##4328|||2011##2179##2276##2276|||0##0##0##0,943##9920##5968##6466|||1276##5104##12461##13500|||1690##1805##4197##4328|||2011##2179##2276##2276|||0##0##0##0,,,,,"-12.46060000,39.36550000","-12.97000000,39.77380000",,,,,77879.40|||184078.59|||495596.21|||339837.40|||0.00,77879.40|||184078.59|||495596.21|||339837.40|||0.00,,,,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,,,,
